x,y
394,2008
2090,2011
332,848
1217,1002
1842,479
1526,1820
963,2402
2196,855
767,680
1911,1375
698,417
73,948
20,149
2293,2389
829,1109
1016,580
45,1606
338,1488
2442,1071
2299,1584
2249,2199
1929,1586
910,2129
469,2043
2492,296
1013,1790
1167,1799
1460,819
657,1390
807,948
369,136
994,669
1720,743
567,1096
1226,1036
76,1573
885,1573
1717,198
841,1671
1357,759
2311,2479
1564,1387
554,2320
863,2350
2007,285
1223,274
2105,1728
2155,2433
1444,1465
1564,718
1232,879
844,2121
2083,2125
353,207
1469,1668
2038,1887
2214,1328
791,2424
2019,2309
406,2014
2304,376
2239,120
1126,2040
2161,2288
1972,2052
1235,2088
1972,415
1688,1870
1372,1487
312,1741
722,2024
2111,259
1188,1825
2067,169
1978,1947
1713,938
2438,1728
1950,1117
516,1269
1710,2025
1378,1646
1551,1071
1263,2253
340,853
700,1513
296,1299
921,1792
100,281
1869,2269
446,1893
566,2310
681,1516
206,1425
2148,713
187,1627
1072,2015
1135,2164
1635,1108
1672,1066
2031,1761
2051,40
971,535
943,1957
2154,1353
1021,1745
553,955
628,2241
299,291
1809,820
924,822
190,2492
2322,1020
218,145
2126,1678
734,1209
1290,483
1025,1442
815,460
1778,1506
2213,614
1619,602
1878,2065
280,1999
1663,1137
1753,1484
411,907
1884,398
1566,1682
2425,1309
2113,1827
1296,1290
1921,1817
1756,2460
1231,874
1346,172
721,1721
68,1056
308,599
2440,2290
1377,1799
2487,2267
724,1690
1575,323
1556,2297
2247,1935
1011,2374
2437,2283
1893,620
1411,1610
752,1626
1065,31
2309,221
1609,602
470,1388
1355,450
1140,1792
1221,277
677,1399
432,1767
2303,1258
596,1657
1308,1611
1405,1737
1871,2240
1612,569
429,2246
1799,531
2474,1557
1361,1571
1637,1242
404,168
1808,1006
2240,1443
83,2027
2340,2494
1118,1729
2036,332
1252,723
145,1276
2259,2246
901,1229
2371,1896
1258,1784
2175,342
2212,428
1858,1263
1286,396
951,2151
1680,71
2262,1538
1046,1592
2131,2161
2324,1441
89,2273
1183,2009
114,2420
1004,2317
586,1222
1923,1931
1298,1412
583,1170
1007,2066
1976,1579
779,1593
463,1072
1136,1004
1482,1224
857,1789
648,2072
957,2290
2461,671
2355,1156
1242,1980
913,2164
1954,1866
1652,1863
1373,866
1926,2348
963,1326
944,1702
785,1894
2467,131
729,1700
1580,891
704,1618
2093,69
701,1558
782,53
2049,39
2358,43
726,2251
1485,1610
1416,175
316,159
2411,1163
657,189
2339,298
1851,1849
1745,350
2473,1916
1360,2044
1357,2428
576,779
1960,2311
1245,2307
598,2144
885,2196
2205,1970
1092,1958
188,48
1592,38
428,1767
1223,1016
891,627
2414,76
813,2088
1472,484
1363,1505
732,2200
1179,2011
238,1829
2342,296
794,2423
1988,1295
2261,328
2155,1341
1497,1324
194,1495
1022,2289
763,682
16,143
431,1778
1888,1279
2323,109
1450,1462
509,1594
2019,2107
1369,1598
1260,2253
1816,1019
1969,2059
1966,429
2064,1946
1241,2312
1009,1316
697,1514
1475,2287
672,1492
1922,2354
1813,439
1863,2200
1841,2210
1751,2467
741,2202
959,2047
1598,1030
784,1585
1107,1641
881,627
915,1405
853,1789
1688,2202
2251,315
915,790
1325,799
1350,754
1138,1964
965,1680
1219,2433
1875,2053
2310,1027
831,59
1975,1614
1018,1566
2098,61
2204,514
1135,1001
2363,163
1635,1866
971,317
2254,315
480,1392
2229,2347
2210,677
1669,1789
1021,1531
862,1953
1588,451
2369,1996
59,1048
2057,1026
1934,755
1406,1058
2207,16
905,2012
603,1991
430,1953
1903,2470
790,701
578,1999
2481,1871
1993,1498
2082,346
483,1861
377,458
893,1810
715,1858
556,1350
1002,2322
1421,710
377,1895
2060,2289
2213,1973
2353,2169
1965,1417
849,945
1056,33
258,1584
2266,2293
2194,546
1600,558
224,2157
1793,893
2225,2320
486,977
417,830
2350,976
2384,2431
1793,1498
121,152
2269,1152
1781,899
2144,715
1034,1006
1377,1577
439,122
958,1502
2275,1767
1665,1492
1193,1543
1762,80
964,1511
2384,1605
699,430
2256,2248
2462,1448
1349,184
1017,1735
2406,1246
2250,2194
2337,293
445,1846
1065,881
1305,1794
1581,1321
2312,2353
521,787
1715,203
942,2117
1062,1638
786,1529
917,61
889,622
2209,604
621,1119
426,2143
1799,1428
370,141
2209,1273
2050,2239
2303,293
2340,305
1520,791
1877,837
1199,681
814,1417
482,1166
1992,1637
1121,1953
733,583
2053,613
1093,1483
867,1581
954,2144
376,1040
1939,763
2156,2436
1311,705
1523,1831
1836,1868
527,2251
301,1233
245,1471
2084,99
67,2279
2065,2285
1730,1966
611,2018
673,2203
1217,1478
895,2275
2461,1284
1911,1843
226,2310
2224,2320
1457,1020
1108,1944
2299,1260
857,940
1083,1926
2361,1537
1627,1605
2202,519
829,46
670,1138
391,1559
651,1222
2118,2471
254,1891
1917,1940
494,978
2386,1723
542,1916
1404,2273
2448,1306
2146,1295
1658,2032
754,766
816,2021
1139,1469
601,2149
1379,1642
1692,73
1360,1762
595,2267
1789,1483
573,2007
1960,2301
1282,2073
548,2015
1466,582
2364,664
2152,2446
2205,1692
372,1855
384,299
660,1980
1232,1339
900,867
2183,2033
1642,1530
1832,1862
1223,1355
1407,490
1142,1465
328,88
2236,1585
1988,1637
1344,2264
1098,1587
1497,1030
604,116
2286,911
1450,1184
2214,1868
1913,2358
763,1501
800,1345
1648,337
585,257
956,1704
1994,1496
691,1177
1210,2475
1885,397
1779,694
1009,1998
437,109
381,2171
1760,89
2351,2179
1757,2463
1651,1668
803,692
331,2115
1216,2023
1626,1726
2022,1837
2298,298
337,858
669,195
1213,774
1107,1407
1782,729
2025,2304
2022,328
290,2460
1916,1739
1478,1514
1088,1104
1397,1226
1916,2158
2295,1260
2276,1140
1244,639
340,1401
424,2156
2179,685
1512,1675
1788,892
1769,2300
359,2404
547,1382
1822,1005
1490,1386
1803,2151
9,2095
2034,111
1250,734
952,2137
2104,694
1563,636
187,2493
703,1949
1256,1858
1309,968
1934,453
2104,2257
2419,2323
2151,2296
659,1307
1334,1317
665,1410
1021,2383
31,929
1119,70
352,2266
1912,1532
1002,2060
1278,2045
2079,1617
464,1116
12,82
893,577
531,1986
215,1717
2157,1949
1234,639
2291,471
2219,2310
1206,761
2244,2259
2191,2036
1547,1311
2328,1830
643,1985
2325,1442
2425,2406
1125,999
849,2304
96,1766
2194,2291
2138,465
2191,73
1890,965
2163,1598
152,2175
1952,1760
852,1720
2135,444
87,2161
1656,1358
1709,1724
383,2306
646,1526
593,1388
1458,808
1352,315
1628,1804
724,2254
877,1280
718,1852
2381,941
1109,1409
448,1176
671,186
1411,627
364,1040
2027,1775
920,54
1280,2050
2281,1146
652,1621
1221,1017
1846,484
2412,299
1489,1805
1001,2051
8,2089
886,562
192,554
139,1269
602,109
270,189
555,2309
2480,297
1805,1315
599,264
1258,2252
1118,776
2231,2408
1392,1238
926,2300
2042,1136
1311,1471
979,1086
1615,749
661,1082
555,1611
642,1074
2059,1020
2396,1615
1908,2044
1423,2386
2218,1687
2352,1773
1292,963
1077,271
2287,1815
92,1155
2464,1642
1367,1754
1189,1538
48,1604
2461,115
2196,1716
1133,2469
1304,1859
98,290
1608,817
670,1380
2405,310
1376,2365
1195,1771
1801,2146
1170,1787
2032,124
1979,1607
51,1561
1898,541
1895,2007
23,967
2032,1767
1441,1176
1042,749
1561,619
1692,1879
751,1845
1586,494
1904,789
841,837
2230,1404
1932,2409
1117,73
1776,2051
838,1642
1154,245
626,548
1285,1081
2007,608
794,708
1223,1073
2174,676
144,1261
2414,1175
88,2015
328,846
1497,1816
2155,1801
1614,813
2041,1883
1104,1402
666,1709
2189,64
744,1657
325,1476
2323,1074
975,1086
663,1224
2435,2292
875,1198
303,1737
697,1814
381,2309
418,2289
1456,817
2460,804
909,1241
803,938
1928,1951
2423,1411
1347,169
393,1694
959,2051
1632,2173
69,1053
2220,2275
284,2000
228,1714
122,157
541,1983
2223,2496
638,1405
2201,1722
1800,1320
1657,1851
753,2361
2491,292
1551,361
993,1802
119,1848
656,1510
2295,2399
474,1665
368,132
647,1516
940,1402
1200,1763
1110,122
421,390
2301,54
1015,2062
2232,1571
2229,1573
993,2108
1956,1757
1538,1158
1066,1643
597,2266
1197,687
1072,828
756,1341
2006,275
2450,712
1044,1714
865,2027
1563,322
1803,1235
1122,2042
887,970
34,1598
815,2165
2040,1540
1728,1478
2126,460
977,1590
1290,1185
483,1169
603,924
12,2005
2456,1363
2260,2393
1147,1243
146,1379
243,1821
1181,1289
1591,1474
1234,873
1321,2226
1644,156
1056,605
249,541
1600,26
908,2158
1784,1723
1480,392
1131,2228
537,1973
880,1368
740,2196
96,279
2110,269
774,238
380,2315
2135,842
1005,2296
2375,1883
1530,1157
1265,2444
1059,2013
473,2032
958,2049
1508,1672
2300,873
1483,1686
233,700
1796,1485
1084,1155
590,352
1249,2300
920,780
2166,774
830,307
1609,280
565,2322
339,1396
749,1857
1302,1421
1821,659
1140,2114
1134,2040
652,998
1115,112
1062,601
1355,1569
105,523
1461,100
255,537
861,1220
1827,655
861,681
1640,1856
2100,1833
1612,286
727,1280
2011,1835
1361,1486
733,1211
1958,2205
2081,716
1252,1584
36,1452
2187,1780
901,2016
1208,2486
599,1979
1258,925
1836,2336
1989,1510
580,772
301,293
926,808
1445,2328
2042,2244
1158,667
773,1463
2455,1080
851,1663
1543,1120
826,1655
1995,1623
394,1495
2090,470
1429,1805
539,1847
2221,1324
673,1401
2115,1682
520,712
695,57
310,89
2227,433
1998,2279
70,1941
2146,1827
1176,1282
860,1851
2439,1916
701,1529
422,1274
2411,333
1895,102
2258,1252
101,46
500,541
947,2006
1466,106
1789,2052
1673,1496
922,1996
2389,1775
1798,2152
1742,350
838,1372
2451,772
919,809
1938,1299
598,1768
2230,2312
838,827
2261,2289
1285,392
1854,1275
1363,1596
1204,760
2136,2117
906,2163
2041,1133
1104,1632
629,1419
666,1415
1807,1360
1701,1277
2482,756
1888,988
1941,1870
2108,1822
353,2393
975,1300
91,2264
1835,2336
13,977
306,1885
250,1643
1726,447
1885,1094
306,2240
2292,1589
956,2058
2379,930
2298,862
2485,1862
2326,1226
1347,2040
184,2227
856,1853
1266,1784
468,159
1819,902
1088,1932
1657,1229
2385,67
594,1513
122,1610
265,1119
2223,1139
1113,111
781,63
421,688
1788,1680
2170,666
315,149
2410,1165
2098,1531
471,1402
1015,1913
427,1264
2142,2363
1582,901
884,2200
402,1154
399,1150
1900,88
943,637
525,2248
1337,962
952,1440
371,136
790,2260
112,2417
212,1420
862,1218
1069,880
1309,1793
2057,1021
578,781
665,1902
622,2414
1449,1466
1806,542
1903,542
280,2498
759,620
2425,501
2079,670
581,712
606,1301
1053,1354
1678,839
2244,1178
380,142
1505,1629
1103,2064
2244,637
246,611
380,1553
2066,569
986,90
2200,1787
1324,2226
1318,2232
2356,786
2250,317
718,1384
1430,1406
2169,331
2409,340
1040,740
1918,2153
2247,1432
473,167
1949,2411
2487,169
1305,704
1508,985
1402,1604
2097,55
618,1111
46,1556
1464,95
749,43
1249,931
2097,2012
2387,474
889,1836
1062,835
1631,1398
2412,1919
970,315
2253,317
1668,1804
2449,1283
2209,1983
1087,1929
476,471
423,1272
367,1034
2259,517
2100,1543
1439,1080
2321,1114
1986,1573
2418,222
733,1925
886,1781
973,918
1233,2373
2081,470
1852,2206
892,810
901,1754
2042,1700
108,1756
1858,1690
1286,1939
248,251
2017,2107
711,1604
276,2151
1504,1674
61,1955
1864,646
764,1382
2427,2423
985,1291
895,264
2268,817
1967,862
388,1316
960,1331
2330,1436
413,919
982,1128
394,1729
2402,1922
1033,1938
1549,74
1526,1557
1189,587
2380,1721
695,1954
1348,172
804,1346
1064,1787
748,1916
2227,2346
589,256
1239,330
2246,1853
1133,1859
469,1666
254,604
291,2002
185,59
2386,476
1898,97
425,1636
1951,249
104,37
1301,1784
1561,87
138,2495
1245,1990
810,2085
1220,2024
422,395
1826,885
2302,299
2320,1845
475,1387
1586,1321
788,1896
1823,1856
866,1956
1039,753
601,925
1276,1663
1798,1874
688,2288
319,2130
2258,2200
953,2284
428,1266
688,539
2174,240
1048,1591
1444,1186
2217,2413
2420,1900
791,1349
1185,1818
1614,281
1469,1014
2457,891
1879,847
16,1682
791,2163
1639,1123
2367,2173
244,536
984,79
2248,1939
2454,1447
850,1672
2133,748
1297,975
2139,1755
1548,1280
1294,1932
669,1409
766,671
1428,1414
2307,1028
2111,10
775,617
1266,2018
2067,1968
362,208
2360,166
535,2013
1503,1679
878,1272
2404,2491
1478,1687
2028,2314
1560,1280
1434,2329
647,1984
2463,883
137,1123
1138,1467
566,1712
859,678
1797,590
1375,598
2170,2123
1403,1061
2204,13
653,448
1937,2159
471,165
990,1135
1875,1939
402,1516
1856,2393
1660,1367
427,835
1937,724
946,1265
1672,1235
1616,1813
812,2314
2235,1186
1122,2478
1741,2411
1418,2278
2040,48
1094,1591
1362,1611
2456,703
1050,1721
1147,1783
2241,451
2188,206
584,267
1518,1810
1359,1290
1909,2207
1209,2485
1156,2388
215,1432
2060,1788
1008,582
1150,1736
562,1105
1427,175
308,2245
380,1855
587,267
2024,2316
1103,1859
1712,382
1915,345
1949,1931
118,1607
587,2228
877,190
718,1090
1112,521
2312,1102
833,56
1887,2056
877,1571
1896,2005
680,1481
521,1867
2406,301
1190,2427
2362,335
2027,2314
2094,638
786,1924
1461,584
1980,744
864,1584
1696,31
2387,1037
1511,1698
1961,237
1020,1183
186,2235
1486,1680
577,718
2030,1997
102,291
1612,818
658,1373
1227,276
1593,2254
1939,2486
77,2355
323,1350
1986,1295
1121,777
329,2122
2318,110
2262,2428
1618,597
1724,442
1286,1669
2343,1769
951,2430
2421,1301
1624,1810
2014,279
1124,1901
1864,444
1914,2151
2137,419
1792,1245
1945,1929
2084,638
1889,95
1908,2193
460,2113
1102,1584
39,1606
2134,432
416,2279
1423,714
742,2435
1646,1197
2305,744
379,2163
382,2354
226,1518
1261,726
2268,2245
1482,1521
438,1851
2168,677
2299,1745
1376,1791
1795,605
804,1144
1926,1573
1055,2017
1398,1236
185,2224
1848,605
2140,2110
2467,1930
2165,1949
2171,776
469,2353
1301,1298
1220,1734
2411,1410
1139,1966
235,704
1000,2057
138,1123
2233,2263
216,147
891,2273
269,183
769,855
1539,1384
598,260
947,2424
819,2029
953,1443
2077,667
2289,477
1589,1635
1810,60
869,1184
2323,372
2348,1761
1129,1012
85,1334
975,2397
1341,183
1029,2453
903,508
937,2117
375,1421
63,1119
2460,1638
513,1602
563,2111
1394,1143
1891,1997
2460,201
669,1131
1838,355
1506,984
1054,1714
959,1254
1997,1282
987,469
203,1346
1459,579
2223,1575
2022,2298
1397,1735
2491,515
806,1262
1440,1172
1350,1003
75,1949
1250,2307
2407,316
1225,275
2142,1799
547,891
1015,1325
681,1485
1850,2205
1744,2408
134,161
750,2285
1672,1481
768,235
399,7
2254,1536
952,1612
81,1658
2095,1540
793,1608
2076,460
1987,1636
2369,638
2394,1243
1025,2393
550,1372
2207,1819
1493,1380
905,1739
1853,1272
737,1216
1290,386
1772,1512
1912,2132
140,2479
305,1024
2213,519
1840,2208
2238,1194
2079,98
1884,621
824,1707
1393,398
1566,1677
1234,1930
606,1761
1644,1857
846,1296
2024,1836
2015,1850
1784,1432
1712,2297
721,1690
1293,404
2484,752
1371,608
693,1556
1502,1614
1530,451
1793,1233
649,982
986,1125
1887,397
358,1784
1949,762
1974,855
2406,2472
877,1805
1109,2046
1455,230
752,1657
1796,226
1759,84
883,565
1302,1603
2309,62
1399,1605
1374,1641
792,1335
2172,231
1096,1477
1174,1784
8,1153
1933,153
1612,600
1227,1594
183,1632
1049,1602
1146,1734
2240,1410
2393,1788
2303,2113
1420,2287
892,1374
1568,1401
2415,1315
761,1337
295,295
2150,1824
1180,1283
904,1834
873,2431
820,1426
1964,855
242,2302
951,2116
11,1681
2318,1503
2190,2130
326,1086
1970,1619
148,2182
926,1989
773,1781
2134,2367
1317,1480
845,1675
739,2200
826,309
354,2278
1292,1486
2134,1754
1646,1863
2374,213
2062,2491
720,1851
351,2263
1130,2042
1264,2488
307,2133
1267,2151
589,2223
1348,752
2355,1253
338,1181
2196,2215
723,1310
1954,240
651,1521
2467,160
1488,386
2405,2488
1917,1707
2093,166
2252,1126
1898,1461
1951,717
2074,2078
785,2220
1111,2060
397,10
185,1276
1013,2062
1220,1084
422,1959
1789,701
835,1110
2099,1370
1245,927
1282,1675
1851,1862
1535,1489
1826,1868
885,1808
1770,1818
1611,274
1019,1282
1223,2420
1742,1436
2152,2295
760,1638
2186,205
1472,1656
1592,453
1723,1521
2255,1065
1123,2481
1419,716
738,2033
503,991
1257,1788
2058,1810
1098,1848
1026,345
1994,2487
1257,2393
825,1116
975,470
1907,2483
172,1549
735,1050
2108,611
2401,1775
2242,1581
1910,2194
691,1504
2089,346
381,1906
535,2251
672,1523
1972,852
1400,1734
669,1909
937,1009
881,1271
2404,724
2298,51
563,1099
959,1564
72,1582
694,55
468,2009
1506,1033
1978,1620
1107,1542
2466,2003
69,1578
1554,1083
1166,1953
2360,1261
594,266
1512,793
1788,1490
834,829
1138,1999
700,1174
1219,2430
1197,2162
2204,609
1138,2162
706,1551
1654,1130
2070,94
1303,958
946,645
750,1927
2034,356
1144,1870
1072,271
1694,1732
477,1241
1515,1817
2173,346
2229,2316
1722,441
103,1155
293,1887
550,1606
271,2147
352,1069
1097,1481
2207,241
762,1512
1334,562
1641,1540
2037,1137
2419,119
977,1083
1253,930
2391,485
1940,726
893,1843
1359,2046
1594,1285
2079,344
1990,1496
374,456
2353,2202
1725,441
1750,84
2353,1543
2191,1791
880,2432
1365,1631
2200,2210
149,1387
1647,2321
2219,1863
1106,1741
880,811
2350,1011
439,1782
1318,1534
743,2436
2269,1249
743,41
1352,1572
2462,556
2375,2249
877,1271
780,53
565,2005
1011,2109
1584,1187
2169,1446
1575,1203
2228,2309
593,2221
680,496
261,2397
1402,1305
521,780
2141,2365
1134,848
730,1206
1037,1937
495,70
317,1038
1980,1575
783,1541
2050,1595
1659,1120
2094,2268
273,1128
1799,1525
736,2298
2359,2184
2365,227
1289,1477
2346,2429
482,1169
948,1690
1983,1682
2452,1077
1808,1694
954,2051
239,2303
948,2301
2106,612
55,1057
348,1069
901,509
2042,1401
1643,1670
1777,1672
2318,1201
108,2433
1186,2345
1426,1400
2458,200
2262,978
1730,1969
1504,983
1010,2060
1236,1046
692,52
1886,1096
673,2212
1780,715
826,1122
1621,1609
1130,1236
1323,2222
1058,869
514,711
1236,2380
2045,1310
313,722
2026,710
673,1902
1348,1006
1664,333
2380,926
1304,1612
1214,1011
1839,484
2202,614
1714,1067
1608,570
1136,2119
670,1133
2246,1139
2333,1628
2430,1728
1633,1241
1580,576
2252,1932
1917,1973
1036,1446
754,2426
425,682
1435,915
229,1940
1714,2293
517,1879
1658,1811
704,2402
1485,1813
897,1236
595,351
1413,2276
2029,1880
1042,994
1282,1941
1789,1516
2314,2037
2417,82
2071,1971
1288,397
1957,1713
428,1964
2124,1907
7,1684
953,612
1179,1678
1748,85
863,1193
1589,1111
2457,1081
2367,538
1022,1546
1335,47
641,455
16,980
2038,490
1291,397
2083,716
1519,803
2108,265
509,778
387,1320
1528,462
1947,2410
2242,1847
635,1416
2248,1136
822,160
1947,759
2351,2208
1794,2154
644,1623
2245,450
1213,807
1506,1811
2270,815
290,2495
1794,1876
853,1960
2226,433
1266,2247
1800,1233
493,969
22,1141
2463,61
1666,550
2407,2479
340,1688
1225,2434
2472,1920
75,425
591,929
1769,2269
1666,1421
859,1861
1654,892
840,1307
547,1287
1894,1839
1306,1292
2469,893
921,810
1091,1858
1384,216
1331,1011
1937,1930
946,431
1250,737
2257,2196
187,561
1697,38
1381,1589
1418,513
946,2002
2185,555
2031,719
1275,2491
1719,866
1638,1398
405,1740
665,1379
1253,732
455,2429
1021,2384
1368,1758
430,113
1119,167
2266,1780
1050,602
2400,1582
868,1233
65,1576
2060,2494
2453,1457
974,2249
40,1606
1340,167
1321,1977
1909,1458
759,1433
2132,1904
562,2319
1081,1285
2015,270
330,1843
871,188
1131,1967
2138,432
2085,1687
1890,996
1731,1464
827,58
1971,1609
808,2082
1237,635
587,1142
2063,2492
1165,383
1059,196
1628,1811
877,1505
1017,2397
2072,1788
1787,690
540,1239
155,883
2406,1507
2247,933
2141,418
945,2137
2178,684
1690,81
2203,3
1374,1077
2122,465
2309,1255
1489,385
398,2008
1177,2247
792,1891
546,1910
183,2414
230,1527
749,2205
1152,255
786,2217
789,2170
58,2292
2056,2274
1511,897
1246,1154
2446,711
1871,1685
1905,539
2480,1965
1992,2490
655,250
1540,1120
2471,1973
1333,1975
482,478
1958,2442
376,1861
1920,2342
2212,1815
1618,275
2053,1301
2187,2031
1473,320
2371,654
304,945
435,125
954,2007
1523,1562
1836,2073
1364,1566
1677,1051
2458,546
561,1475
245,1642
2396,1582
932,1406
1320,2231
605,2387
17,1994
586,269
1780,801
307,292
720,1303
510,1789
1298,1851
2489,2445
388,1847
1323,2452
876,182
2001,613
558,2122
1736,1058
1164,1595
2221,1571
1733,1062
617,1110
2177,901
1549,2300
382,138
1786,900
2115,1949
204,1354
2096,723
517,2423
1133,1003
1652,877
1998,1297
1917,1375
494,1159
2068,1788
729,590
782,1472
1042,2153
363,1428
2199,550
595,117
2004,2484
1307,720
4,2007
2311,869
2392,279
207,1357
1276,1130
372,2164
1223,1046
372,463
1723,438
950,2294
2077,1982
2420,1311
1185,1295
1022,1852
434,1853
710,1314
1229,274
1123,787
1642,2305
1310,1849
2367,2005
1885,2067
1879,2269
1148,2121
437,2243
331,1600
744,51
1279,1133
465,2006
1835,2075
2479,1960
1966,1431
2239,1404
1475,1688
2044,351
2460,779
2195,2042
1481,1379
1928,1982
847,838
828,1422
1294,387
856,683
175,1553
2201,62
722,1260
1012,1218
541,1920
1819,657
2092,176
1950,1881
75,2354
334,841
468,2363
1012,2360
787,2161
591,1215
2357,2185
1015,2287
1269,2028
1412,511
519,1475
656,2059
2123,1960
837,1708
1856,1868
1697,1736
890,1802
2210,248
731,1282
103,1751
1747,1426
458,2122
2210,1695
924,1623
1563,1932
1962,1427
2101,66
377,2170
1728,1573
112,533
483,1166
893,1511
1415,2272
2260,2424
1772,1677
771,845
1591,1315
1119,1910
2319,221
628,1843
1008,1966
1591,900
893,2193
508,2161
2291,1255
115,37
1053,1089
1452,1618
874,1582
1775,1736
821,2085
696,1430
2378,925
799,2229
936,1413
827,320
1952,1301
908,1243
1943,1309
1299,1198
515,1791
1656,1667
336,1856
743,1661
155,1276
2356,539
93,1148
2312,1601
2462,2007
1918,2198
615,2419
99,292
1224,281
652,1378
1014,1315
590,1758
1874,847
1037,1445
133,147
749,2439
942,1071
2359,27
398,9
1489,1616
2075,576
2368,1782
1587,1279
2303,2030
1880,974
1121,1534
549,893
1277,2490
1805,1134
1227,2434
549,2194
2106,8
145,504
1146,2110
1805,531
1124,2466
1643,1106
820,1719
1705,1723
764,2353
1855,1865
1071,830
1027,1852
485,1237
2039,365
2458,1171
2162,1950
667,189
1342,2267
1945,2494
605,1981
692,536
1451,1129
960,1548
2464,159
2408,2481
717,2016
2090,457
1842,973
1929,2286
360,2391
73,426
1007,1963
1867,1679
804,1611
1214,1082
1507,1036
2026,2148
151,1276
2093,2020
132,1124
1133,1082
95,2030
854,933
1845,1416
204,2494
517,699
1801,1874
1036,2461
1013,1228
614,1777
2032,1836
966,998
2180,1935
76,428
751,1632
1876,2109
1667,1426
1558,61
947,1079
1357,1600
760,680
428,384
2264,2299
1982,744
2364,1782
2230,2283
2317,1012
2174,505
2261,2194
1670,837
1338,178
1232,337
2183,911
1363,1757
1257,930
2174,1940
506,2166
1497,1619
2395,1645
256,607
2214,2491
147,2186
2136,447
1425,623
585,1230
60,2288
387,1908
2064,827
2061,2493
350,2393
1910,1471
1006,2109
1841,612
2488,518
1548,1081
312,580
2139,447
1785,732
2270,1531
1782,1812
0,1505
1623,272
1916,286
1113,2035
993,1597
747,2194
119,1511
2028,1539
968,1593
396,2
253,529
1012,2070
334,2110
22,76
3,1940
725,1923
137,1386
1038,2252
2338,365
965,916
1135,1864
1325,2440
1375,857
678,2287
831,831
1244,2296
234,2309
1900,1748
1654,1847
1937,2406
653,247
2034,1698
2232,2419
365,1369
943,2297
1144,656
1856,1618
240,610
2129,2165
1515,219
318,1029
2416,2127
2104,1
2413,9
818,2165
2126,2474
2394,726
1424,2397
1247,1157
762,2358
684,497
1387,1842
905,1240
640,1911
2400,1242
771,675
2260,2198
2391,1224
949,2120
1518,1563
2425,406
1296,401
2353,1349
1524,799
1837,2330
562,1350
2191,914
486,1718
746,2199
537,1384
2219,1273
1505,1662
2297,61
2024,2165
1709,2289
1553,1077
852,678
1265,2135
1165,915
2250,348
2490,303
473,2347
1527,1823
833,311
1352,1281
1215,1737
49,1248
2409,309
1955,2206
2069,1605
208,1423
1581,2120
1930,148
1196,2282
1190,2160
2122,2021
989,1597
1109,2048
883,1062
2094,647
1827,2345
1442,2329
917,817
1177,1800
236,1820
426,1276
1514,799
2033,2309
2499,2454
1333,2209
1799,1688
2368,935
1790,1131
1405,1239
1718,1512
342,1067
2321,1083
323,1073
2471,73
1358,1515
733,2022
1049,1143
1964,2452
145,2181
432,2143
2036,862
2212,1339
2452,266
1964,2047
1023,1901
664,1390
2343,2431
1074,265
1833,2328
599,1382
2318,375
2106,1721
36,156
555,900
435,681
2237,637
686,50
2017,2116
441,1897
14,798
2402,286
2455,264
667,1516
388,1307
1130,786
332,1477
558,475
379,2314
463,2473
1552,2285
129,161
2168,1043
223,1149
1839,2061
2221,1143
394,7
2249,514
251,536
767,624
1304,1422
829,1421
1574,1197
1761,2474
1652,337
1479,1239
2227,2315
1786,1871
1627,2369
1926,1810
810,1354
1036,352
729,1210
2143,2164
1739,1484
104,4
2199,1791
1067,1791
76,218
966,1719
654,1301
1798,214
2473,1362
866,1863
138,1384
2339,2425
2258,2427
2451,1083
207,2442
953,2061
947,2115
1539,1107
1516,624
1723,994
1407,1141
2192,2285
953,1706
2130,109
551,2197
2476,1921
478,1935
1810,1358
2136,2362
1810,821
1095,1853
1335,1010
2127,1677
800,1613
691,56
1500,1102
2242,2264
1182,2002
697,2403
1841,910
585,2234
894,2188
563,2310
1216,792
903,2392
2044,1302
1732,1328
669,1378
2245,640
2485,433
19,1153
937,1414
856,1778
766,2133
535,2018
1194,594
1632,1534
209,1360
2223,1326
1018,2290
1378,1798
1551,1303
993,236
421,843
1440,1453
968,2250
1744,1435
2469,1595
1200,761
2167,2022
28,978
1200,2148
402,1487
2494,765
1072,1783
28,1461
597,1220
1635,1404
2416,1909
731,1918
1063,1791
505,788
1122,2481
737,2197
890,981
1563,1400
2101,694
1069,187
2366,1546
1521,622
2456,670
1968,427
609,2380
709,1425
796,1916
2322,1211
949,1698
1234,284
1315,1905
1940,2404
634,1420
1156,2379
2194,1709
2291,1747
1784,2054
1837,2052
1106,2062
777,54
687,543
696,66
327,92
1212,1434
1678,1431
1971,1419
1034,2242
668,184
2138,725
1818,822
199,2386
414,1267
2269,1774
492,67
130,730
1377,1087
958,1996
333,1473
1896,89
1930,2155
1215,2023
1578,2257
780,1536
2063,564
2247,1127
74,431
1411,1682
1824,901
2356,2181
2406,716
2337,971
1224,805
1634,1392
1305,1296
989,1799
1824,2336
2309,293
1734,2407
99,1773
811,2015
286,2359
546,948
2315,2112
730,1701
1631,1613
1037,2462
133,1116
702,1543
370,1044
2172,504
1721,733
1283,470
2181,908
1274,2493
2368,653
842,1894
501,1791
1559,314
2081,2428
574,1708
2240,1179
429,387
1492,1610
429,1640
2078,574
973,2155
758,1431
2424,1906
795,1179
1730,2418
167,1484
561,2305
2103,1378
2396,1512
1705,380
711,1299
239,1830
1702,2292
